Code,RQ,Participant,Strand,Data_Type,Source_Tag,Dimension,Data_Point,Paired_With,Classification,Notes
NS-7,RQ3,Seth,QUANT,Construct Loading,Seth People Grid,PC1/PC2,Aligns With My Approach vs. Disaligned with My Approach — PC1 = 0.371; PC2 = -0.400,,,
NS-8,RQ3,Seth,QUANT,Construct Loading,Seth People Grid,PC1/PC2,Ethical Behavior vs. Unethical Behavior — PC1 = 0.367; PC2 = -0.132,,,
NS-9,RQ3,Seth,QUANT,Construct Loading,Seth People Grid,PC1/PC2,Educational Credibility vs. Less Reliant on Credentials — PC1 = 0.353; PC2 = -0.075,,,
NS-10,RQ3,Seth,QUANT,Construct Loading,Seth People Grid,PC1/PC2,Current Skills vs. Future/Potential Skills — PC1 = 0.202; PC2 = -0.593,,,
NS-11,RQ3,Seth,QUANT,Construct Loading,Seth People Grid,PC1/PC2,Personal Relationship vs. Professional Relationship — PC1 = 0.256; PC2 = 0.483,,,
NS-12,RQ3,Seth,QUANT,Construct Loading,Seth People Grid,PC1/PC2,Close in Age vs. Different in Age — PC1 = 0.173; PC2 = 0.605,,,
NRO-4,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Caring About Others vs. Self-Centered — PC1 = 0.469; PC2 = -0.012; PC3 = 0.065,,,
NRO-5,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Marginalized Culture vs. Dominant Culture — PC1 = 0.363; PC2 = -0.117; PC3 = -0.422,,,
NRO-6,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Culturally Competent vs. Neglects Importance of Culture — PC1 = 0.323; PC2 = -0.528; PC3 = 0.177,,,
NRO-7,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Open-Minded vs. Rigid — PC1 = 0.285; PC2 = -0.192; PC3 = 0.747,,,
NRO-8,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Adherence to AA/1 Size Fits All vs. Individualized Treatment — PC1 = 0.075; PC2 = 0.671; PC3 = 0.233,,,
NRO-9,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Dominating Behavior vs. Submissive Behavior — PC1 = -0.366; PC2 = -0.441; PC3 = -0.134,,,
NRO-10,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Significant AUD vs. Abstinence — PC1 = -0.384; PC2 = 0.120; PC3 = 0.342,,,
NRO-11,RQ3,Rose,QUANT,Construct Loading,Rose People Grid,PC1/PC2/PC3,Masculine vs. Feminine — PC1 = -0.420; PC2 = -0.160; PC3 = 0.197,,,
NL-12,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Self (E1),"Self (E1) ≈ -5.5 PC1, ≈ -1.0 PC2. Clustered with Ideal Self at zero distance.",,,
NL-13,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Ideal Self (E2),"Ideal Self (E2) ≈ -7.0 PC1, ≈ -1.0 PC2. Clustered with Self at zero distance.",,,
NL-14,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Strong Client (E3),"Strong Client Relationship (E3) ≈ -0.5 PC1, ≈ 3.0 PC2. Empathetic side of PC1; outsider-idealization region on PC2.",,,
NL-15,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Difficult Client (E4),"Difficult Client (E4) ≈ 8.5 PC1, ≈ -0.8 PC2. Most extreme dysfunction position on PC1.",,,
NL-16,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Friend w/SUD (E5),"Friend w/SUD (E5) ≈ -2.5 PC1, ≈ -4.3 PC2. Empathetic-familiarity side of PC1; extreme peer-critique on PC2.",,,
NL-17,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Acquaintance w/SUD (E6),"Acquaintance w/SUD (E6) ≈ 8.0 PC1, ≈ -2.0 PC2. Dysfunction pole of PC1; near Difficult Client.",,,
NL-18,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Supervisor (E7),"Supervisor (E7) ≈ -4.0 PC1, ≈ 1.5 PC2. Near Self cluster on PC1; upper PC2.",,,
NL-19,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Admired Colleague (E8),"Admired Colleague (E8) ≈ -2.5 PC1, ≈ 3.0 PC2. Outsider idealization region on PC2; clustered with Strong Client Relationship.",,,
NL-20,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Culturally Different Client (E9),"Culturally Different Client (E9) ≈ 4.5 PC1, ≈ 2.7 PC2. Moderate dysfunction on PC1; outsider-idealization region on PC2.",,,
NL-21,RQ3,Lisa,QUANT,Element Position,Lisa People Grid,Disagreeable Colleague (E10),"Disagreeable Colleague (E10) ≈ 5.0 PC1, ≈ -0.8 PC2. Near Difficult Client region.",,,
NR-11,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Self (E1),"Self (E1) ≈ -5.5 PC1, ≈ -0.4 PC2. Stability pole; clustered with Ideal Self and Admired Colleague.",,,
NR-12,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Ideal Self (E2),"Ideal Self (E2) ≈ -5.0 PC1, ≈ 0.1 PC2. Near Self.",,,
NR-13,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Strong Client (E3),"Strong Client Relationship (E3) ≈ -4.5 PC1, ≈ 0.8 PC2. Stability side; projects toward Educated and Leadership Qualities.",,,
NR-14,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Difficult Client (E4),"Difficult Client (E4) ≈ 13.0 PC1, ≈ -1.5 PC2. Extreme dysfunction pole.",,,
NR-15,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Family w/SUD (E5),"Family w/SUD (E5) ≈ 7.0 PC1, ≈ 1.1 PC2. Dysfunction end; adjacent to pathology constructs.",,,
NR-16,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Friend (E6),"Friend (E6) ≈ -3.5 PC1, ≈ -1.9 PC2. Stability side; near Self on PC1.",,,
NR-17,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Supervisor (E7),"Supervisor (E7) ≈ -5.5 PC1, ≈ 2.5 PC2. Stability end; extreme masculine-invested on PC2.",,,
NR-18,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Admired Colleague (E8),"Admired Colleague (E8) ≈ -8.5 PC1, ≈ -0.4 PC2. Extreme stability pole; clustered with Self.",,,
NR-19,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Culturally Different Client (E9),"Culturally Different Client (E9) ≈ 5.0 PC1, ≈ -2.5 PC2. Dysfunction side of PC1; lowest PC2 position among client elements.",,,
NR-20,RQ3,Ramona,QUANT,Element Position,Ramona People Grid,Disagreeable Colleague (E10),"Disagreeable Colleague (E10) ≈ 3.5 PC1, ≈ 2.2 PC2. Dysfunction side; masculine-invested on PC2.",,,
NS-13,RQ3,Seth,QUANT,Element Position,Seth People Grid,Self (E1),"Self (E1) ≈ -2.8 PC1, ≈ -2.2 PC2. Alignment pole; extreme personal end of PC2.",,,
NS-14,RQ3,Seth,QUANT,Element Position,Seth People Grid,Ideal Self (E2),"Ideal Self (E2) ≈ -3.5 PC1, ≈ 0.9 PC2. Alignment pole; separated from Self by full width of PC2.",,,
NS-15,RQ3,Seth,QUANT,Element Position,Seth People Grid,Strong Client (E3),"Strong Client Relationship (E3) ≈ 2.0 PC1, ≈ 1.0 PC2. Moderate dissonance on PC1; mentor region on PC2.",,,
NS-16,RQ3,Seth,QUANT,Element Position,Seth People Grid,Difficult Client (E4),"Difficult Client (E4) ≈ 4.0 PC1, ≈ -0.2 PC2. Extreme dissonance on PC1.",,,
NS-17,RQ3,Seth,QUANT,Element Position,Seth People Grid,Family w/SUD (E5),"Family w/SUD (E5) ≈ 2.5 PC1, ≈ -2.6 PC2. Dissonance side; personal-closeness pole on PC2.",,,
NS-18,RQ3,Seth,QUANT,Element Position,Seth People Grid,Friend (E6),"Friend (E6) ≈ -1.5 PC1, ≈ -1.7 PC2. Alignment side; near Self on both components.",,,
NS-19,RQ3,Seth,QUANT,Element Position,Seth People Grid,Supervisor (E7),"Supervisor (E7) ≈ -2.0 PC1, ≈ 1.9 PC2. Alignment end; mentor region on PC2.",,,
NS-20,RQ3,Seth,QUANT,Element Position,Seth People Grid,Admired Colleague (E8),"Admired Colleague (E8) ≈ -2.0 PC1, ≈ 2.4 PC2. Near Ideal Self and Supervisor; mentor region.",,,
NS-21,RQ3,Seth,QUANT,Element Position,Seth People Grid,Culturally Different Client (E9),"Culturally Different Client (E9) ≈ 2.0 PC1, ≈ 1.0 PC2. Near Strong Client Relationship on both components.",,,
NS-22,RQ3,Seth,QUANT,Element Position,Seth People Grid,Disagreeable Colleague (E10),"Disagreeable Colleague (E10) ≈ 3.8 PC1, ≈ -0.5 PC2. Near Difficult Client on PC1.",,,
NRO-12,RQ3,Rose,QUANT,Element Position,Rose People Grid,Self (E1),"Self (E1) ≈ -4.0 PC1, ≈ -1.5 PC2. Compassionate pole; assertive region on PC2.",,,
NRO-13,RQ3,Rose,QUANT,Element Position,Rose People Grid,Ideal Self (E2),"Ideal Self (E2) ≈ -3.5 PC1, ≈ -1.9 PC2. Near Self; assertive-competent end of PC2.",,,
NRO-14,RQ3,Rose,QUANT,Element Position,Rose People Grid,Strong Client (E3),"Strong Client Relationship (E3) ≈ 4.0 PC1, ≈ 2.8 PC2. Moderate dominating on PC1; rigid-submission region on PC2.",,,
NRO-15,RQ3,Rose,QUANT,Element Position,Rose People Grid,Difficult Client (E4),"Difficult Client (E4) ≈ 10.5 PC1, ≈ 0.5 PC2. Extreme dominating-self-centered pole.",,,
NRO-16,RQ3,Rose,QUANT,Element Position,Rose People Grid,Family w/SUD Dad (E5),"Family w/SUD Dad (E5) ≈ 7.5 PC1, ≈ -1.1 PC2. Dominating end; near Difficult Client on PC1.",,,
NRO-17,RQ3,Rose,QUANT,Element Position,Rose People Grid,Another Family Mom (E6),"Another Family Mom (E6) ≈ -5.0 PC1, ≈ 3.8 PC2. Compassionate pole; extreme rigid-submission on PC2.",,,
NRO-18,RQ3,Rose,QUANT,Element Position,Rose People Grid,Supervisor (E7),"Supervisor (E7) ≈ 5.0 PC1, ≈ -1.6 PC2. Moderate dominating; assertive region on PC2.",,,
NRO-19,RQ3,Rose,QUANT,Element Position,Rose People Grid,Admired Colleague (E8),"Admired Colleague (E8) ≈ -8.0 PC1, ≈ -2.0 PC2. Extreme compassionate-culturally-aware pole.",,,
NRO-20,RQ3,Rose,QUANT,Element Position,Rose People Grid,Culturally Different Client (E9),"Culturally Different Client (E9) ≈ -1.0 PC1, ≈ 0.0 PC2. Center of biplot; structurally neutral.",,,
NRO-21,RQ3,Rose,QUANT,Element Position,Rose People Grid,Disagreeable Colleague (E10),"Disagreeable Colleague (E10) ≈ -2.0 PC1, ≈ 1.3 PC2. Moderate compassionate; rigid on PC2.",,,
NDL-1,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,Self to E3,"Self (≈ -5.5, -1.0) to Strong Client Relationship (≈ -0.5, 3.0). Euclidean ≈ 6.2 units. PC2 accounts for most of the distance.",,,
NDL-2,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,Self to E4,"Self (≈ -5.5, -1.0) to Difficult Client (≈ 8.5, -0.8). Euclidean ≈ 14.0 units. Almost entirely along PC1.",,,
NDL-3,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,Self to E9,"Self (≈ -5.5, -1.0) to Culturally Different Client (≈ 4.5, 2.7). Euclidean ≈ 10.7 units. Both axes contribute.",,,
NDR-1,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,Self to E3,"Self (≈ -5.5, -0.4) to Strong Client Relationship (≈ -4.5, 0.8). Euclidean ≈ 1.5 units. Closest Self-to-client distance in entire sample.",,,
NDR-2,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,Self to E4,"Self (≈ -5.5, -0.4) to Difficult Client (≈ 13.0, -1.5). Euclidean ≈ 18.6 units. Largest Self-to-Difficult Client distance in sample.",,,
NDR-3,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,Self to E9,"Self (≈ -5.5, -0.4) to Culturally Different Client (≈ 5.0, -2.5). Euclidean ≈ 10.7 units. Both axes contribute.",,,
NDS-1,RQ3,Seth,QUANT,Element Distance,Seth People Grid,Self to E3,"Self (≈ -2.8, -2.2) to Strong Client Relationship (≈ 2.0, 1.0). Euclidean ≈ 5.8 units. Both axes contribute roughly equally.",,,
NDS-2,RQ3,Seth,QUANT,Element Distance,Seth People Grid,Self to E4,"Self (≈ -2.8, -2.2) to Difficult Client (≈ 4.0, -0.2). Euclidean ≈ 7.1 units. Smallest Self-to-Difficult Client distance in sample.",,,
NDS-3,RQ3,Seth,QUANT,Element Distance,Seth People Grid,Self to E9,"Self (≈ -2.8, -2.2) to Culturally Different Client (≈ 2.0, 1.0). Euclidean ≈ 5.8 units. Nearly identical to Self-to-E3 distance.",,,
NDRO-1,RQ3,Rose,QUANT,Element Distance,Rose People Grid,Self to E3,"Self (≈ -4.0, -1.5) to Strong Client Relationship (≈ 4.0, 2.8). Euclidean ≈ 9.1 units. Large separation on both axes.",,,
NDRO-2,RQ3,Rose,QUANT,Element Distance,Rose People Grid,Self to E4,"Self (≈ -4.0, -1.5) to Difficult Client (≈ 10.5, 0.5). Euclidean ≈ 14.8 units. Driven primarily by PC1.",,,
NDRO-3,RQ3,Rose,QUANT,Element Distance,Rose People Grid,Self to E9,"Self (≈ -4.0, -1.5) to Culturally Different Client (≈ -1.0, 0.0). Euclidean ≈ 3.4 units. Smallest Self-to-client distance in entire sample.",,,
NDL-4,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E3 to E4,"Strong Client Relationship (≈ -0.5, 3.0) to Difficult Client (≈ 8.5, -0.8). Euclidean ≈ 9.8 units.",,,
NDL-5,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E3 to E9,"Strong Client Relationship (≈ -0.5, 3.0) to Culturally Different Client (≈ 4.5, 2.7). Euclidean ≈ 5.0 units.",,,
NDL-6,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E4 to E9,"Difficult Client (≈ 8.5, -0.8) to Culturally Different Client (≈ 4.5, 2.7). Euclidean ≈ 5.2 units.",,,
NDR-4,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E3 to E4,"Strong Client Relationship (≈ -4.5, 0.8) to Difficult Client (≈ 13.0, -1.5). Euclidean ≈ 17.8 units. Maximum client-to-client distance in sample.",,,
NDR-5,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E3 to E9,"Strong Client Relationship (≈ -4.5, 0.8) to Culturally Different Client (≈ 5.0, -2.5). Euclidean ≈ 10.1 units.",,,
NDR-6,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E4 to E9,"Difficult Client (≈ 13.0, -1.5) to Culturally Different Client (≈ 5.0, -2.5). Euclidean ≈ 8.1 units.",,,
NDS-4,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E3 to E4,"Strong Client Relationship (≈ 2.0, 1.0) to Difficult Client (≈ 4.0, -0.2). Euclidean ≈ 2.3 units. Smallest E3-to-E4 distance in sample.",,,
NDS-5,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E3 to E9,"Strong Client Relationship (≈ 2.0, 1.0) to Culturally Different Client (≈ 2.0, 1.0). Euclidean ≈ 0.0 units. Structurally identical.",,,
NDS-6,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E4 to E9,"Difficult Client (≈ 4.0, -0.2) to Culturally Different Client (≈ 2.0, 1.0). Euclidean ≈ 2.3 units.",,,
NDRO-4,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E3 to E4,"Strong Client Relationship (≈ 4.0, 2.8) to Difficult Client (≈ 10.5, 0.5). Euclidean ≈ 6.9 units.",,,
NDRO-5,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E3 to E9,"Strong Client Relationship (≈ 4.0, 2.8) to Culturally Different Client (≈ -1.0, 0.0). Euclidean ≈ 5.8 units.",,,
NDRO-6,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E4 to E9,"Difficult Client (≈ 10.5, 0.5) to Culturally Different Client (≈ -1.0, 0.0). Euclidean ≈ 11.5 units. Maximum separation among Rose's client elements.",,,
NDL-7,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E5 to E3,"Friend w/SUD (≈ -2.5, -4.3) to Strong Client Relationship (≈ -0.5, 3.0). Euclidean ≈ 7.5 units.",,,
NDL-8,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E5 to E4,"Friend w/SUD (≈ -2.5, -4.3) to Difficult Client (≈ 8.5, -0.8). Euclidean ≈ 11.6 units.",,,
NDL-9,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E6 to E4,"Acquaintance w/SUD (≈ 8.0, -2.0) to Difficult Client (≈ 8.5, -0.8). Euclidean ≈ 1.3 units. Structurally indistinguishable.",,,
NDL-10,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E6 to E3,"Acquaintance w/SUD (≈ 8.0, -2.0) to Strong Client Relationship (≈ -0.5, 3.0). Euclidean ≈ 9.7 units.",,,
NDR-7,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E5 to E3,"Family w/SUD (≈ 7.0, 1.1) to Strong Client Relationship (≈ -4.5, 0.8). Euclidean ≈ 11.5 units.",,,
NDR-8,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E5 to E4,"Family w/SUD (≈ 7.0, 1.1) to Difficult Client (≈ 13.0, -1.5). Euclidean ≈ 6.6 units.",,,
NDR-9,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E6 to E3,"Friend (≈ -3.5, -1.9) to Strong Client Relationship (≈ -4.5, 0.8). Euclidean ≈ 2.9 units.",,,
NDR-10,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E6 to E4,"Friend (≈ -3.5, -1.9) to Difficult Client (≈ 13.0, -1.5). Euclidean ≈ 16.5 units.",,,
NDS-7,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E5 to E3,"Family w/SUD (≈ 2.5, -2.6) to Strong Client Relationship (≈ 2.0, 1.0). Euclidean ≈ 3.6 units.",,,
NDS-8,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E5 to E4,"Family w/SUD (≈ 2.5, -2.6) to Difficult Client (≈ 4.0, -0.2). Euclidean ≈ 2.8 units.",,,
NDS-9,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E6 to E3,"Friend (≈ -1.5, -1.7) to Strong Client Relationship (≈ 2.0, 1.0). Euclidean ≈ 4.5 units.",,,
NDS-10,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E6 to E4,"Friend (≈ -1.5, -1.7) to Difficult Client (≈ 4.0, -0.2). Euclidean ≈ 5.7 units.",,,
NDRO-7,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E5 to E3,"Family w/SUD Dad (≈ 7.5, -1.1) to Strong Client Relationship (≈ 4.0, 2.8). Euclidean ≈ 5.2 units.",,,
NDRO-8,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E5 to E4,"Family w/SUD Dad (≈ 7.5, -1.1) to Difficult Client (≈ 10.5, 0.5). Euclidean ≈ 3.4 units.",,,
NDRO-9,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E6 to E3,"Another Family Mom (≈ -5.0, 3.8) to Strong Client Relationship (≈ 4.0, 2.8). Euclidean ≈ 9.1 units.",,,
NDRO-10,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E6 to E4,"Another Family Mom (≈ -5.0, 3.8) to Difficult Client (≈ 10.5, 0.5). Euclidean ≈ 15.9 units. Maximum separation.",,,
NDL-11,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E8 to E3,"Admired Colleague (≈ -2.5, 3.0) to Strong Client Relationship (≈ -0.5, 3.0). Euclidean ≈ 2.0 units. Nearly co-located.",,,
NDL-12,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E8 to E4,"Admired Colleague (≈ -2.5, 3.0) to Difficult Client (≈ 8.5, -0.8). Euclidean ≈ 11.7 units.",,,
NDL-13,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E7 to E3,"Supervisor (≈ -4.0, 1.5) to Strong Client Relationship (≈ -0.5, 3.0). Euclidean ≈ 3.8 units.",,,
NDL-14,RQ3,Lisa,QUANT,Element Distance,Lisa People Grid,E10 to E4,"Disagreeable Colleague (≈ 5.0, -0.8) to Difficult Client (≈ 8.5, -0.8). Euclidean ≈ 3.5 units.",,,
NDR-11,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E8 to E3,"Admired Colleague (≈ -8.5, -0.4) to Strong Client Relationship (≈ -4.5, 0.8). Euclidean ≈ 4.2 units.",,,
NDR-12,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E8 to E4,"Admired Colleague (≈ -8.5, -0.4) to Difficult Client (≈ 13.0, -1.5). Euclidean ≈ 21.5 units. Maximum professional-to-client distance.",,,
NDR-13,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E7 to E3,"Supervisor (≈ -5.5, 2.5) to Strong Client Relationship (≈ -4.5, 0.8). Euclidean ≈ 2.0 units.",,,
NDR-14,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E10 to E4,"Disagreeable Colleague (≈ 3.5, 2.2) to Difficult Client (≈ 13.0, -1.5). Euclidean ≈ 10.2 units.",,,
NDR-15,RQ3,Ramona,QUANT,Element Distance,Ramona People Grid,E3 PC2 separation from Self cluster,Strong Client Relationship at PC2 ≈ 0.8 vs. Self/Ideal Self/Admired Colleague at PC2 ≈ -0.4. Separation of ~1.2 units on PC2. Connection organized through professional competence rather than warmth.,,,
NDS-11,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E8 to E3,"Admired Colleague (≈ -2.0, 2.4) to Strong Client Relationship (≈ 2.0, 1.0). Euclidean ≈ 4.2 units.",,,
NDS-12,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E8 to E4,"Admired Colleague (≈ -2.0, 2.4) to Difficult Client (≈ 4.0, -0.2). Euclidean ≈ 6.6 units.",,,
NDS-13,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E7 to E3,"Supervisor (≈ -2.0, 1.9) to Strong Client Relationship (≈ 2.0, 1.0). Euclidean ≈ 4.1 units.",,,
NDS-14,RQ3,Seth,QUANT,Element Distance,Seth People Grid,E10 to E4,"Disagreeable Colleague (≈ 3.8, -0.5) to Difficult Client (≈ 4.0, -0.2). Euclidean ≈ 0.4 units. Structurally identical.",,,
NDS-15,RQ3,Seth,QUANT,Element Distance,Seth People Grid,Self/Ideal Self PC2 separation,"Self (≈ -2.8, -2.2) and Ideal Self (≈ -3.5, 0.9) separated by 3.1 units on PC2. Actual self sits in personal-closeness region while aspirational self sits in mentor-professional region.",,,
NDRO-11,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E8 to E3,"Admired Colleague (≈ -8.0, -2.0) to Strong Client Relationship (≈ 4.0, 2.8). Euclidean ≈ 13.0 units. Maximum Admired Colleague-to-Connected Client distance in sample.",,,
NDRO-12,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E8 to E4,"Admired Colleague (≈ -8.0, -2.0) to Difficult Client (≈ 10.5, 0.5). Euclidean ≈ 18.8 units.",,,
NDRO-13,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E7 to E3,"Supervisor (≈ 5.0, -1.6) to Strong Client Relationship (≈ 4.0, 2.8). Euclidean ≈ 4.5 units.",,,
NDRO-14,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E7 to E4,"Supervisor (≈ 5.0, -1.6) to Difficult Client (≈ 10.5, 0.5). Euclidean ≈ 5.9 units. Rose's supervisor sits on the same side of PC1 as her Difficult Client, a placement unique across all four grids.",,,
NDRO-15,RQ3,Rose,QUANT,Element Distance,Rose People Grid,E10 to E4,"Disagreeable Colleague (≈ -2.0, 1.3) to Difficult Client (≈ 10.5, 0.5). Euclidean ≈ 12.6 units. Rose's Disagreeable Colleague is on the compassionate side of PC1, opposite from her Difficult Client. Unique among the four grids.",,,
